paciente,resposta,nota1,nota2,nota3,nota4,nota5,nota6,nota7,nota8,nota9,nota10,nota11,nota_total
416,b,3,5,4,4,4,5,1,1,1,5,4,37
416,c,4,5,4,4,3,5,1,1,1,5,4,37
417,a,4,5,4,4,5,5,1,0,1,5,4,38
417,b,4,4,4,4,4,5,1,0,1,5,4,36
418,a,4,5,4,4,5,5,1,1,1,5,4,39
418,b,5,5,4,4,4,5,1,0,1,5,4,38
419,a,4,5,4,4,5,5,1,0,1,5,5,39
419,b,4,5,4,4,4,5,1,0,1,5,4,37
419,c,4,5,4,4,4,5,1,1,1,5,4,38
420,a,4,5,4,4,5,5,1,1,1,5,4,39
420,b,5,5,4,4,4,5,1,0,1,5,4,38
421,a,4,5,4,4,5,5,1,0,1,5,4,38
421,b,4,5,4,4,3,4,1,1,1,5,4,36
421,c,4,5,4,4,4,5,1,1,1,5,4,38
422,a,4,5,4,4,4,5,1,1,1,5,4,38
422,b,3,4,4,4,3,4,1,0,1,5,4,33
422,c,4,5,4,4,4,5,1,1,1,5,4,38
423,a,4,5,4,4,5,5,1,0,1,5,4,38
423,b,4,5,4,4,4,5,1,1,1,5,4,38
423,c,4,5,4,4,4,5,1,1,1,5,4,38
424,a,4,5,4,4,5,5,1,0,1,5,4,38
424,b,4,5,4,4,4,5,1,0,1,5,4,37
424,c,4,5,4,4,4,5,1,1,1,5,4,38
425,a,4,5,4,4,5,5,1,1,1,5,5,40
426,a,5,5,4,5,5,5,1,0,1,5,5,41
426,b,5,5,4,4,5,5,1,0,1,5,5,40
426,c,4,5,4,4,4,5,1,1,1,5,4,38
427,a,4,5,4,4,5,4,1,1,1,5,4,38
427,b,5,5,4,4,5,5,1,0,1,5,4,39
427,c,4,5,4,4,5,5,1,0,1,5,4,38
428,a,4,5,4,4,4,5,1,1,1,5,4,38
428,c,4,5,4,4,4,5,1,1,1,5,4,38
429,a,4,5,4,5,5,5,1,0,1,5,4,39
429,b,4,5,4,4,4,5,1,1,1,5,4,38
430,a,4,5,4,4,5,5,1,1,1,5,4,39
430,c,4,5,4,4,5,5,1,0,1,5,4,38
431,a,4,5,4,4,5,5,1,1,1,5,4,39
431,b,4,5,4,4,4,5,1,0,1,5,4,37
431,c,4,5,4,4,4,5,1,1,1,5,4,38
432,a,4,5,4,4,5,5,1,1,1,5,4,39
432,b,5,5,4,5,5,5,1,0,1,5,5,41
432,c,4,5,4,4,4,5,1,0,1,5,4,37
433,a,5,5,4,4,5,5,1,1,1,5,4,40
433,c,4,5,4,4,4,5,1,1,1,5,4,38
434,a,4,5,4,4,5,5,1,1,1,5,4,39
434,b,4,5,4,4,4,5,1,1,1,5,4,38
434,c,4,5,4,4,4,5,1,1,1,5,4,38
435,a,5,5,4,4,5,5,1,0,1,5,5,40
435,b,4,5,4,4,4,5,1,0,1,5,4,37
435,c,4,5,4,4,4,5,1,1,1,5,4,38
436,a,4,5,4,4,4,5,1,1,1,5,4,38
436,b,4,5,4,4,5,5,1,0,1,5,4,38
437,a,4,5,4,4,4,4,1,1,1,5,4,37
437,b,4,5,4,4,4,5,1,0,1,5,4,37
437,c,4,5,4,4,5,5,1,1,1,5,4,39
438,a,4,5,4,4,5,5,1,0,1,5,4,38
438,b,4,5,4,4,4,5,1,1,1,5,4,38
438,c,4,5,4,4,4,5,1,1,1,5,4,38
439,a,4,5,4,4,5,5,1,1,1,5,4,39
439,b,5,5,4,4,4,5,1,0,1,5,4,38
439,c,4,5,4,4,4,5,1,1,1,5,4,38
440,a,4,5,4,4,5,5,1,1,1,5,4,39
441,a,4,5,4,4,5,5,1,0,1,5,4,38
441,b,4,5,4,4,5,5,1,0,1,5,4,38
441,c,4,5,4,4,4,5,1,1,1,5,4,38
442,a,4,5,4,4,5,5,1,1,1,5,4,39
442,b,4,5,4,4,4,5,1,0,1,5,4,37
442,c,4,5,4,4,4,5,1,1,1,5,4,38
443,a,4,5,4,4,5,5,1,0,1,5,4,38
443,c,4,5,4,4,5,5,1,1,1,5,4,39
444,a,5,5,4,5,5,5,1,1,1,5,5,42
444,b,5,5,4,4,4,5,1,0,1,5,4,38
444,c,5,5,4,4,5,5,1,1,1,5,5,41
445,a,4,5,4,5,5,5,1,0,1,5,4,39
445,c,4,5,4,4,5,5,1,1,1,5,4,39
446,a,4,5,4,5,5,5,1,0,1,5,5,40
446,b,4,5,4,4,5,5,1,0,1,5,4,38
447,a,4,5,4,4,5,5,1,1,1,5,4,39
447,b,4,5,4,4,4,4,1,0,1,4,4,35
448,a,4,5,4,4,5,5,1,1,1,5,4,39
449,a,4,5,4,5,5,5,1,1,1,5,5,41
449,b,4,5,4,4,4,4,1,0,1,5,4,36
449,c,4,5,4,4,5,5,1,1,1,5,4,39
450,a,4,5,4,5,5,5,1,1,1,5,5,41
450,b,4,5,4,5,5,5,1,0,1,5,4,39
451,a,5,5,4,4,4,5,1,0,1,5,4,38
451,c,4,5,4,4,4,5,1,0,1,5,4,37
452,a,5,5,4,4,5,5,1,0,1,5,5,40
452,b,4,5,4,4,4,5,1,0,1,5,4,37
453,a,4,5,4,4,5,5,1,0,1,5,4,38
453,b,4,5,4,4,5,5,1,0,1,5,4,38
454,a,4,5,4,4,5,5,1,1,1,5,4,39
455,a,4,5,4,4,4,5,1,1,1,5,4,38
455,b,4,5,4,4,4,4,1,1,1,5,4,37
456,a,5,5,4,4,5,5,1,1,1,5,4,40
456,c,4,5,4,4,4,5,1,0,1,5,4,37
457,a,4,5,4,4,5,5,1,1,1,5,4,39
457,b,4,5,4,4,4,4,1,1,1,5,4,37
457,c,4,5,4,4,5,5,1,1,1,5,4,39
458,a,5,5,4,4,5,5,1,0,1,5,5,40
458,c,4,5,4,4,5,5,1,1,1,5,4,39
459,a,4,5,4,5,5,5,1,0,1,5,4,39
459,c,4,5,4,4,4,5,1,1,1,5,4,38
460,a,4,5,4,5,5,5,1,0,1,5,5,40
460,b,4,5,4,4,5,5,1,1,1,5,4,39
460,c,4,5,4,4,4,5,1,1,1,5,4,38
461,a,4,5,4,4,3,5,1,1,1,5,4,37
461,b,4,5,4,4,4,5,1,0,1,5,4,37
461,c,4,5,4,4,5,5,1,1,1,5,4,39
462,a,4,5,4,4,5,5,1,1,1,5,4,39
463,a,4,5,4,4,5,5,1,0,1,5,4,38
463,b,4,5,4,4,4,5,1,0,1,5,4,37
463,c,4,5,4,4,5,5,1,1,1,5,4,39
464,a,4,5,4,4,5,5,1,1,1,5,4,39
465,a,4,5,4,4,5,5,1,1,1,5,4,39
465,b,4,5,4,4,4,5,1,1,1,5,4,38
465,c,4,5,4,5,5,5,1,0,1,5,5,40
466,a,4,5,4,4,5,5,1,1,1,5,4,39
466,b,4,5,4,4,4,4,1,0,1,5,4,36
466,c,4,5,4,4,4,5,1,1,1,5,4,38
467,a,5,5,4,4,5,5,1,0,1,5,4,39
467,c,4,5,4,4,4,5,1,1,1,5,4,38
468,a,4,5,4,4,4,5,1,1,1,5,4,38
468,b,4,5,4,4,4,4,1,0,1,5,4,36
468,c,4,5,4,4,4,5,1,1,1,5,4,38
469,a,4,5,4,4,5,5,1,0,1,5,5,39
469,b,4,5,4,4,4,5,1,0,1,5,4,37
469,c,4,5,4,4,4,5,1,0,1,5,4,37
470,a,4,5,4,4,5,5,1,0,1,5,4,38
471,a,4,5,4,4,5,5,1,0,1,5,5,39
471,c,5,5,4,4,5,5,1,0,1,5,5,40
472,a,4,5,4,4,5,5,1,0,1,5,4,38
472,b,4,5,4,4,5,5,1,0,1,5,4,38
472,c,4,5,4,4,5,5,1,1,1,5,4,39
473,a,5,5,4,4,5,5,1,0,1,5,4,39
473,c,5,5,4,4,5,5,1,0,1,5,4,39
474,a,4,5,4,4,4,5,1,0,1,5,4,37
474,c,4,5,4,4,4,5,1,0,1,5,4,37
475,a,4,5,4,4,5,5,1,1,1,5,4,39
475,b,5,5,4,4,4,5,1,1,1,5,4,39
475,c,4,5,4,4,4,5,1,1,1,5,4,38
476,a,4,5,4,4,5,5,1,1,1,5,4,39
476,b,4,5,4,4,4,5,1,0,1,5,4,37
476,c,4,4,4,4,4,4,1,1,1,5,4,36
477,a,3,5,4,4,4,4,1,1,1,5,4,36
477,b,4,5,4,4,4,5,1,0,1,5,4,37
477,c,4,5,4,4,4,5,1,1,1,5,4,38
478,a,4,5,4,4,5,5,1,0,1,5,4,38
478,b,4,4,4,4,4,5,1,1,1,5,4,37
479,a,4,5,4,4,5,5,1,1,1,5,4,39
479,c,4,5,4,4,4,5,1,1,1,5,4,38
480,a,4,5,4,4,5,5,1,0,1,5,4,38
480,c,4,5,4,4,4,5,1,1,1,5,4,38
481,a,4,5,4,4,5,4,1,1,1,5,4,38
481,b,4,5,4,4,4,5,1,0,1,5,4,37
481,c,4,5,4,5,5,5,1,1,1,5,4,40
482,a,4,5,4,4,5,5,1,1,1,5,4,39
482,c,4,5,4,4,5,5,1,0,1,5,4,38
483,a,4,5,4,4,5,5,1,0,1,5,5,39
483,b,2,5,4,4,4,5,1,1,1,5,5,37
483,c,4,5,4,4,4,5,1,1,1,5,4,38
484,a,4,5,4,4,5,5,1,1,1,5,4,39
485,a,4,5,4,5,5,5,1,0,1,5,4,39
485,c,4,5,4,4,4,5,1,1,1,5,4,38
486,a,4,5,4,4,5,5,1,1,1,5,4,39
486,b,4,5,4,4,4,5,1,0,1,5,4,37
487,a,4,5,4,5,5,5,1,0,1,5,4,39
487,c,4,5,4,4,4,5,1,1,1,5,4,38
488,a,4,5,4,4,5,5,1,1,1,5,4,39
488,c,4,5,4,4,5,5,1,1,1,5,4,39
489,a,4,5,4,4,5,5,1,1,1,5,4,39
489,b,4,5,4,4,4,4,1,0,1,5,4,36
490,a,4,5,4,5,5,5,1,0,1,5,4,39
490,c,4,5,4,4,4,5,1,1,1,5,4,38
491,a,4,5,4,4,5,5,1,1,1,5,4,39
491,b,4,5,4,4,4,5,1,1,1,5,4,38
491,c,4,5,4,4,4,5,1,0,1,5,4,37
492,a,4,5,4,4,5,5,1,1,1,5,4,39
492,b,4,5,4,5,4,5,1,0,1,5,5,39
493,a,4,5,4,4,5,5,1,1,1,5,4,39
493,b,4,5,4,4,4,4,1,1,1,5,4,37
493,c,4,5,4,4,5,5,1,1,1,5,4,39
494,a,5,5,4,5,5,5,1,0,1,5,5,41
494,b,4,5,4,4,5,5,1,0,1,5,4,38
494,c,4,5,4,4,5,5,1,0,1,5,4,38
495,a,4,5,4,4,5,5,1,1,1,5,4,39
495,c,4,5,4,4,4,5,1,0,1,5,4,37
496,a,4,5,4,5,5,5,1,0,1,5,4,39
496,b,4,5,4,4,4,4,1,0,1,5,4,36
496,c,4,5,4,4,4,5,1,1,1,5,4,38
497,a,4,5,4,4,5,5,1,1,1,5,5,40
497,b,4,5,4,4,4,5,1,0,1,5,4,37
497,c,4,5,4,4,5,5,1,1,1,5,5,40
498,a,4,5,4,4,5,5,1,1,1,5,5,40
498,c,4,5,4,4,4,5,1,1,1,5,4,38
499,a,4,5,4,4,4,5,1,1,1,5,4,38
500,a,4,5,4,4,4,5,1,1,1,5,4,38
500,c,4,5,4,4,5,5,1,1,1,5,4,39
